"objectid";"code";"typ";"katnam";"desk1";"desk3";"deskn1";"aend";"shape"
221030;"1";"LFT";0;"NO2";"2011";13.1;2013-06-25;"SRID=4326;POLYGON((13.90842586296555616343 51.02356168765660271447,13.92267052417712491774 51.02332802575923409449,13.92304243833225108062 51.03231178130621970013,13.9087950623062486244 51.03254551390158866297,13.90842586296555616343 51.02356168765660271447))"
221031;"1";"LFT";0;"NO2";"2011";12.99;2013-06-25;"SRID=4326;POLYGON((13.92267052417712491774 51.02332802575923409449,13.93691502101568246985 51.02309262417641377851,13.93728966329929264134 51.03207628162611797507,13.92304243833225108062 51.03231178130621970013,13.92267052417712491774 51.02332802575923409449))"
221032;"1";"LFT";0;"NO2";"2011";12.91;2013-06-25;"SRID=4326;POLYGON((13.93691502101568246985 51.02309262417641377851,13.95115926879616097267 51.02285550829404314754,13.95153664624962530638 51.03183906356758114953,13.93728966329929264134 51.03207628162611797507,13.93691502101568246985 51.02309262417641377851))"
221036;"1";"LFT";0;"NO2";"2011";18.74;2013-06-25;"SRID=4326;POLYGON((13.75036808784876996015 50.99007897920930076907,13.76460373608540876944 50.98986469292704271083,13.76494458403425547033 50.99884926952416464019,13.75070632476615628548 50.99906367714681465486,13.75036808784876996015 50.99007897920930076907))"
221037;"1";"LFT";0;"NO2";"2011";18.88;2013-06-25;"SRID=4326;POLYGON((13.76460373608540876944 50.98986469292704271083,13.77883924764038603428 50.98964865876081375973,13.7791829247758652599 50.99863321200448496029,13.76494458403425547033 50.99884926952416464019,13.76460373608540876944 50.98986469292704271083))"
221038;"1";"LFT";0;"NO2";"2011";18.21;2013-06-25;"SRID=4326;POLYGON((13.77883924764038603428 50.98964865876081375973,13.79307460960699138752 50.98943093509134882879,13.79342121497387729789 50.99841537820266523795,13.7791829247758652599 50.99863321200448496029,13.77883924764038603428 50.98964865876081375973))"
221039;"1";"LFT";0;"NO2";"2011";20.43;2013-06-25;"SRID=4326;POLYGON((13.79307460960699138752 50.98943093509134882879,13.80730985155588896873 50.98921137120384372565,13.80765924073580386278 50.99819571650299110388,13.79342121497387729789 50.99841537820266523795,13.79307460960699138752 50.98943093509134882879))"
221040;"1";"LFT";0;"NO2";"2011";18.73;2013-06-25;"SRID=4326;POLYGON((13.80730985155588896873 50.98921137120384372565,13.82154481207947149812 50.98899009232365386879,13.82189691426756361636 50.99797437091216778526,13.80765924073580386278 50.99819571650299110388,13.80730985155588896873 50.98921137120384372565))"
221041;"1";"LFT";0;"NO2";"2011";16.84;2013-06-25;"SRID=4326;POLYGON((13.82154481207947149812 50.98899009232365386879,13.83577959868000561983 50.98876707445413103414,13.83613438081704671845 50.99775129175558419092,13.82189691426756361636 50.99797437091216778526,13.82154481207947149812 50.98899009232365386879))"
221042;"1";"LFT";0;"NO2";"2011";16.26;2013-06-25;"SRID=4326;POLYGON((13.83577959868000561983 50.98876707445413103414,13.85001425274763953155 50.98854231537735870461,13.85037171493733865191 50.99752651942018388809,13.83613438081704671845 50.99775129175558419092,13.83577959868000561983 50.98876707445413103414))"
221043;"1";"LFT";0;"NO2";"2011";15.71;2013-06-25;"SRID=4326;POLYGON((13.85001425274763953155 50.98854231537735870461,13.86424880694508843249 50.9883158784181986789,13.86460903226594432169 50.99729998943879394346,13.85037171493733865191 50.99752651942018388809,13.85001425274763953155 50.98854231537735870461))"
221044;"1";"LFT";0;"NO2";"2011";15.02;2013-06-25;"SRID=4326;POLYGON((13.86424880694508843249 50.9883158784181986789,13.87848314822806727875 50.98808772746379247565,13.87884611748101093553 50.99707176630665372841,13.86460903226594432169 50.99729998943879394346,13.86424880694508843249 50.9883158784181986789))"
221046;"1";"LFT";0;"NO2";"2011";13.94;2013-06-25;"SRID=4326;POLYGON((13.89271725856460726334 50.98785784354404171381,13.90695098960785536235 50.98762617410375952431,13.90731951147266975966 50.99661008103844039852,13.89308296309565626814 50.99684180777917674732,13.89271725856460726334 50.98785784354404171381))"
221074;"1";"LFT";0;"NO2";"2011";13.54;2013-06-25;"SRID=4326;POLYGON((13.95115926879616097267 51.02285550829404314754,13.96540333437746461698 51.02261668689520490716,13.96578343256325460686 51.03160014021710111365,13.95153664624962530638 51.03183906356758114953,13.95115926879616097267 51.02285550829404314754))"
220101;"1";"LFT";0;"NO2";"2011";22.63;2013-06-25;"SRID=4326;POLYGON((13.7394954776774671501 51.08013812685420873549,13.75375898511839878324 51.07992498529836922216,13.75409902023556973916 51.08890953922211508598,13.73983272530649202281 51.08912273545691107302,13.7394954776774671501 51.08013812685420873549))"
220097;"1";"LFT";0;"NO2";"2011";16.79;2013-06-25;"SRID=4326;POLYGON((13.79620011511092059209 51.07029040110654705131,13.8104599329079515968 51.07007029738613823611,13.81081086124209100774 51.07905447645057250838,13.79654826645057141832 51.07927469558540423122,13.79620011511092059209 51.07029040110654705131))"
220098;"1";"LFT";0;"NO2";"2011";15.8;2013-06-25;"SRID=4326;POLYGON((13.8104599329079515968 51.07007029738613823611,13.82471954069783670604 51.06984841872675673358,13.82507325058605829327 51.07883252053538569726,13.81081086124209100774 51.07905447645057250838,13.8104599329079515968 51.07007029738613823611))"
220100;"1";"LFT";0;"NO2";"2011";24.7;2013-06-25;"SRID=4326;POLYGON((13.7252318833963879996 51.08034963139647999242,13.7394954776774671501 51.08013812685420873549,13.73983272530649202281 51.08912273545691107302,13.72556640685906614863 51.0893342723270791339,13.7252318833963879996 51.08034963139647999242))"
220102;"1";"LFT";0;"NO2";"2011";24.07;2013-06-25;"SRID=4326;POLYGON((13.75375898511839878324 51.07992498529836922216,13.7680223819838136734 51.0797100293623245193,13.76836522998096512538 51.08869453550986605705,13.75409902023556973916 51.08890953922211508598,13.75375898511839878324 51.07992498529836922216))"
220103;"1";"LFT";0;"NO2";"2011";18.02;2013-06-25;"SRID=4326;POLYGON((13.7680223819838136734 51.0797100293623245193,13.78228544251199316761 51.07949320998255160475,13.78263099939451485909 51.08847759836140056677,13.76836522998096512538 51.08869453550986605705,13.7680223819838136734 51.0797100293623245193))"
220589;"1";"LFT";0;"NO2";"2011";21.02;2013-06-25;"SRID=4326;POLYGON((13.74185987530404950974 51.14302961193669005979,13.75614261319829090269 51.14281588122707944422,13.75648380225259792553 51.15180029948420070696,13.74219833172729288151 51.15201412088016041935,13.74185987530404950974 51.14302961193669005979))"
220126;"1";"LFT";0;"NO2";"2011";21.54;2013-06-25;"SRID=4326;POLYGON((13.75511999939102381063 51.11586269129006154799,13.76939458613075828453 51.11564744169873364399,13.76973790853862311678 51.12463172751640172464,13.75546068819982714615 51.12484710790239716971,13.75511999939102381063 51.11586269129006154799))"
220127;"1";"LFT";0;"NO2";"2011";19.21;2013-06-25;"SRID=4326;POLYGON((13.76939458613075828453 51.11564744169873364399,13.78366858602932509825 51.1154303732766592816,13.7840147229957210584 51.12441459261162179928,13.76973790853862311678 51.12463172751640172464,13.76939458613075828453 51.11564744169873364399))"
220128;"1";"LFT";0;"NO2";"2011";22.67;2013-06-25;"SRID=4326;POLYGON((13.78366858602932509825 51.1154303732766592816,13.79794239157062207823 51.11521155503154290045,13.79829131468969016794 51.1241956953364891092,13.7840147229957210584 51.12441459261162179928,13.78366858602932509825 51.1154303732766592816))"
220129;"1";"LFT";0;"NO2";"2011";16.96;2013-06-25;"SRID=4326;POLYGON((13.79794239157062207823 51.11521155503154290045,13.81221605101991833919 51.11499099922502153959,13.81256772379537522966 51.12397508475081764345,13.79829131468969016794 51.1241956953364891092,13.79794239157062207823 51.11521155503154290045))"
220130;"1";"LFT";0;"NO2";"2011";15.49;2013-06-25;"SRID=4326;POLYGON((13.81221605101991833919 51.11499099922502153959,13.82648953529865920586 51.11476872631124024338,13.82684392917498072961 51.12375269417255907456,13.81256772379537522966 51.12397508475081764345,13.81221605101991833919 51.11499099922502153959))"
220132;"1";"LFT";0;"NO2";"2011";15.22;2013-06-25;"SRID=4326;POLYGON((13.84076289049377450624 51.11454477998518086679,13.85503600952230840448 51.11431910260002098312,13.85539603522660456747 51.12330300442467034827,13.84112007159427903957 51.12352872202057341156,13.84076289049377450624 51.11454477998518086679))"
220133;"1";"LFT";0;"NO2";"2011";16.24;2013-06-25;"SRID=4326;POLYGON((13.85503600952230840448 51.11431910260002098312,13.86930891938640364458 51.11409164235410429455,13.86967174275362424396 51.12307548945305768484,13.85539603522660456747 51.12330300442467034827,13.85503600952230840448 51.11431910260002098312))"
220134;"1";"LFT";0;"NO2";"2011";13.53;2013-06-25;"SRID=4326;POLYGON((13.89454755417694897801 51.03277746244277324195,13.9087950623062486244 51.03254551390158866297,13.9091644446165556559 51.04152933223676313901,13.89491421373474544509 51.04176138058475942216,13.89454755417694897801 51.03277746244277324195))"
220135;"1";"LFT";0;"NO2";"2011";13.47;2013-06-25;"SRID=4326;POLYGON((13.9087950623062486244 51.03254551390158866297,13.92304243833225108062 51.03231178130621970013,13.92341458859235814316 51.04129551229697625558,13.9091644446165556559 51.04152933223676313901,13.9087950623062486244 51.03254551390158866297))"
220136;"1";"LFT";0;"NO2";"2011";13.57;2013-06-25;"SRID=4326;POLYGON((13.92304243833225108062 51.03231178130621970013,13.93728966329929264134 51.03207628162611797507,13.9376645665005103325 51.04105988861016385272,13.92341458859235814316 51.04129551229697625558,13.92304243833225108062 51.03231178130621970013))"
220137;"1";"LFT";0;"NO2";"2011";13.76;2013-06-25;"SRID=4326;POLYGON((13.93728966329929264134 51.03207628162611797507,13.95153664624962530638 51.03183906356758114953,13.95191427737548828247 51.04082257184866477928,13.9376645665005103325 51.04105988861016385272,13.93728966329929264134 51.03207628162611797507))"
220138;"1";"LFT";0;"NO2";"2011";13.53;2013-06-25;"SRID=4326;POLYGON((13.95153664624962530638 51.03183906356758114953,13.96578343256325460686 51.03160014021710111365,13.9661637862351550865 51.04058359146853263155,13.95191427737548828247 51.04082257184866477928,13.95153664624962530638 51.03183906356758114953))"
220605;"1";"LFT";0;"NO2";"2011";18.37;2013-06-25;"SRID=4326;POLYGON((13.74287581228266219568 51.16998306123723949668,13.75716679938582487353 51.1697691155116061168,13.75750855823945251188 51.17875349297072773425,13.74321474504900564284 51.17896754831929229113,13.74287581228266219568 51.16998306123723949668))"
221063;"1";"LFT";0;"NO2";"2011";15.01;2013-06-25;"SRID=4326;POLYGON((13.59499807770855994704 51.02826325504059923333,13.60924661208161445813 51.02806779642119749951,13.60955807315241194999 51.0370529923693467822,13.59530678081981136529 51.03724852084799579188,13.59499807770855994704 51.02826325504059923333))"
221064;"1";"LFT";0;"NO2";"2011";15.47;2013-06-25;"SRID=4326;POLYGON((13.60924661208161445813 51.02806779642119749951,13.62349497332002634664 51.02787054514470099775,13.62380918407934338177 51.03685570475720822969,13.60955807315241194999 51.0370529923693467822,13.60924661208161445813 51.02806779642119749951))"
221065;"1";"LFT";0;"NO2";"2011";18.22;2013-06-25;"SRID=4326;POLYGON((13.62349497332002634664 51.02787054514470099775,13.63774310320422067377 51.0276715401780975867,13.63806015219954659301 51.03665670350591199167,13.62380918407934338177 51.03685570475720822969,13.62349497332002634664 51.02787054514470099775))"
221066;"1";"LFT";0;"NO2";"2011";19.75;2013-06-25;"SRID=4326;POLYGON((13.63774310320422067377 51.0276715401780975867,13.65199109195217630486 51.02747081773237880498,13.65231087523523179073 51.03645592634866545723,13.63806015219954659301 51.03665670350591199167,13.63774310320422067377 51.0276715401780975867))"
221067;"1";"LFT";0;"NO2";"2011";19.93;2013-06-25;"SRID=4326;POLYGON((13.65199109195217630486 51.02747081773237880498,13.66623908003645482268 51.0272684532174736205,13.66656158192566117293 51.03625340387620923366,13.65231087523523179073 51.03645592634866545723,13.65199109195217630486 51.02747081773237880498))"
221068;"1";"LFT";0;"NO2";"2011";21.35;2013-06-25;"SRID=4326;POLYGON((13.66623908003645482268 51.0272684532174736205,13.68048667396702100518 51.02706419579484986571,13.68081165693354783741 51.03604930811946616132,13.66656158192566117293 51.03625340387620923366,13.66623908003645482268 51.0272684532174736205))"
221069;"1";"LFT";0;"NO2";"2011";19.49;2013-06-25;"SRID=4326;POLYGON((13.68048667396702100518 51.02706419579484986571,13.69473384550131456194 51.02685833577786667092,13.69506183619525252482 51.03584334177993753201,13.68081165693354783741 51.03604930811946616132,13.68048667396702100518 51.02706419579484986571))"
221070;"1";"LFT";0;"NO2";"2011";22.96;2013-06-25;"SRID=4326;POLYGON((13.69473384550131456194 51.02685833577786667092,13.70898110372780465127 51.02665072427877390737,13.70931200601279975615 51.035635640268104396,13.69506183619525252482 51.03584334177993753201,13.69473384550131456194 51.02685833577786667092))"
221072;"1";"LFT";0;"NO2";"2011";24.65;2013-06-25;"SRID=4326;POLYGON((13.72322847129948364397 51.02644141907954633552,13.73747550453004606652 51.02623032452863327535,13.73781188871437031196 51.0352150604308079096,13.72356201071131920344 51.03542621179050087221,13.72322847129948364397 51.02644141907954633552))"
221073;"1";"LFT";0;"NO2";"2011";23.01;2013-06-25;"SRID=4326;POLYGON((13.73747550453004606652 51.02623032452863327535,13.75172248673937147601 51.0260175094343040314,13.75206153562143818192 51.03500209160513634288,13.73781188871437031196 51.0352150604308079096,13.73747550453004606652 51.02623032452863327535))"
