"id_immi";"jahr";"strname";"von_krz";"bis_krz";"no2_i1";"pm10_ist";"aend";"kattime";"laenge";"sta_id";"eskn_id";"shape"
1959;2013;"Salzburger Straße ";"Steirische Str. ";"Hallstätter Str.";20.6;20.8;2015-11-16 11:17:24;7230;134.96909;"09115050";7230;"SRID=4326;LINESTRING(13.82825050456216864347 51.02475778148279772495,13.82813481556379997528 51.02467192658241401659,13.82789503893216931374 51.02450704768537548262,13.82770071824958790785 51.02438756164217892319,13.82739940742752260405 51.02427219049183548805,13.82706886353616759777 51.02412022095450794268,13.82677333542865660831 51.02399281083210524912)"
649;2013;"Moritzburger Landstraße ";"BAB-Auffahrt Wilder Mann (N) ";"Boxdorfer Weg";27.1;21.2;2015-11-16 11:17:24;2181;265.25494;"04061030";2181;"SRID=4326;LINESTRING(13.71247723640346372065 51.1024227318846087087,13.71167609595368475084 51.10326271157537547651,13.71072977666338132963 51.10431150783671938598,13.7105778234408273164 51.1044860463259738026)"
22010;2013;"Bischofsweg";"Bischofsplatz ";"Dammweg";31.2;26.1;2015-11-16 11:17:24;3636;31.87342;"06029010";3636;"SRID=4326;LINESTRING(13.74859944410207823751 51.07176522932310547276,13.74836891697322549533 51.07179920898138902885,13.74828445803329479702 51.07181402402490277836,13.74815876637132738836 51.071836068301642797)"
21299;2013;"Kötzschenbroder Straße ";"Leipziger Straße ";"ÖRW 29-Mickten/Pieschen";27.1;23.8;2015-11-16 11:17:24;1308;97.5475;"02001010";1308;"SRID=4326;LINESTRING(13.71636029756533226021 51.07771513468404833702,13.71613187857618676446 51.07770659182785522034,13.71593422613275592425 51.07768611126500957198,13.71502796885497410528 51.07748055761792471685)"
1394;2013;"Industriestraße ";"Böttgerstr. ";"Gaußstr./Aachener Str.";24.8;23.3;2015-11-16 11:17:24;1797;108.51931;"03057030";1797;"SRID=4326;LINESTRING(13.71267168280314940887 51.08874174866707562614,13.71195211446245032505 51.08892245793457220771,13.71123254073008190801 51.08910315733272966554)"
21371;2013;"Böcklinstraße ";"Trachauer Straße ";"Scharfenberger Straße";23;20.2;2015-11-16 11:17:24;1127;522.49877;"01007020";1127;"SRID=4326;LINESTRING(13.70782708010761830053 51.07708490468490936109,13.70738465020333229916 51.07696805806036621789,13.70669949997859227153 51.07680379124414571379,13.70603573102916605819 51.07665875270689781473,13.70570745341833074349 51.07657305739377306963,13.70536164952655688865 51.07645319919144810683,13.70506551719316767901 51.07634632918120587419,13.7048224877260782506 51.07623802613870367395,13.70458553511258514845 51.07612670178242098018,13.7043764244390846585 51.07600608567091171608,13.70349206099007943749 51.07545834444909615968,13.7030510308193580471 51.07518897959151615851,13.70253247589820411179 51.07484702900304540663,13.70207110520918014629 51.07454751711426155225,13.70186562462236601334 51.074404276504964173)"
550;2013;"Kötzschenbroder Straße ";"Am Stadtrand ";"Spitzhausstraße";28.2;22.5;2015-11-16 11:17:24;1345;108.48476;"02001175";1345;"SRID=4326;LINESTRING(13.67520624705874254801 51.09033844726435091843,13.67502308569018154571 51.09046069775497045384,13.67480526812447472196 51.09062135031639684257,13.67457419445489819054 51.09079508967207061687,13.67438653899699652072 51.09093455451620258145,13.67431160791195843274 51.09099063862109346701,13.67426000714985967477 51.09103833612965672728,13.67421481410715955462 51.09108616923712986591)"
1453;2013;"Sternstraße ";"Zelenkastr. ";"Brockwitzer Str.";24.7;20.6;2015-11-16 11:17:24;1355;163.20154;"02002045";1355;"SRID=4326;LINESTRING(13.70436303264445676575 51.07829531328449945704,13.70431090481120328661 51.07828424080210538705,13.70328918515561156255 51.0780672188702595804,13.70290003914730547763 51.07799391517060882961,13.70289999798630553585 51.07799390662027150256,13.70247811570856200092 51.0779139702095363873,13.70214717120620129265 51.07784324710477363851)"
1649;2013;"Emerich-Ambros-Ufer ";"Brücke 29 ";"Brücke 28";33.5;26.9;2015-11-16 11:17:24;12051;415.32725;"14039060";12051;"SRID=4326;LINESTRING(13.69834730433079528211 51.05267874441517506057,13.69719994585232747397 51.05287151932682121469,13.69608783884976332956 51.0530605845465998982,13.69494922738646103255 51.05325266161925412689,13.69360613642681379076 51.05348241549766186154,13.69300624280021594359 51.05358560136225065662,13.69263062378383999373 51.05365969221948319046)"
1648;2013;"Emerich-Ambros-Ufer";"ÖFW 64-Friedrichstadt ";"ÖFW 65-Friedrichstadt";27.8;25.3;2015-11-16 11:17:24;12064;342.73239;"14039260";12064;"SRID=4326;LINESTRING(13.69712243185452571481 51.05246257518409436216,13.69684306814143148756 51.05250459575768928744,13.6958557454616389748 51.05267174052634260306,13.69494271906357241164 51.0528263791866407928,13.69373492791066837526 51.05303599042266426977,13.69276707128522119206 51.05319711264324666899,13.69240499647673381389 51.05327117441160567068)"
138;2013;"Gompitzer Straße ";"Neuburgstädtel ";"Altburgstädtel";21.4;21.9;2015-11-16 11:17:24;12554;110.2486;"14156017";12554;"SRID=4326;LINESTRING(13.66524508551489347496 51.05391949574124055289,13.6650530552524180905 51.05388049521395998909,13.66478377881447059394 51.05383101369298515237,13.66451163300372506626 51.05376820901114598428,13.66426060000465447786 51.05372066229579530727,13.66405818215894285572 51.05367646758868716006,13.66389085463143260313 51.05364384023481250097,13.6637531131942875362 51.05360758594987657943)"
2128;2013;"Stephensonstraße ";"Guerickestr. ";"Klettestr.";23.4;22.8;2015-11-16 11:17:24;8438;139.89112;"10106030";8438;"SRID=4326;LINESTRING(13.8275760873864683731 51.00601321761629947105,13.82774617672277095437 51.00620205726474409857,13.82794109623719336355 51.00642544460527005867,13.82816966113962386942 51.00667580599296968558,13.82836738880518900885 51.00689255703383651053,13.82855346826674569627 51.00710948769538788383)"
12162;2013;"Roitzscher Landstraße ";"ÖRW / Roitzscher Dorfstraße ";"Pennricher Weg";17.4;19;2015-11-16 11:17:24;13613;1432.56113;"14528012";13613;"SRID=4326;LINESTRING(13.60706896047270575423 51.05571869434950116329,13.60737778721573754126 51.05584000289663038075,13.60781410303583705002 51.05597871100285090051,13.6083424058537350021 51.05615058181634680068,13.6091550351209100711 51.05638892902894809822,13.61005329166989952228 51.05665102319565562539,13.61055044329997976149 51.05681010315121426402,13.61067326294849522128 51.05685484644735794291,13.61081944867637005814 51.05691319493773505656,13.6109833747389714631 51.05699671856491050903,13.61156375590183031932 51.05743669833741193997,13.61195482519441135594 51.05772749082883876781,13.61227686203076459037 51.05791279320545328346,13.61290510967311284674 51.05828319841857876327,13.61314050710040213232 51.05845081506211613487,13.61326962385173189318 51.05855057730251900239,13.61336010166021814882 51.0586344490348835734,13.61386553316649816736 51.05912038110238881927,13.61403078386742215855 51.05924887188060523613,13.61422801648951264042 51.05936775946307903951,13.61442325729275815149 51.05946496804894962906,13.6145717615493300201 51.05953499412783003208,13.61478318599876224937 51.05962073907844001042,13.61510251611903044022 51.05972108992818192519,13.61554760274638375961 51.05985622161511372497,13.61606103235290987641 51.06000382477328258801,13.61650173921222162221 51.06010893640571879359,13.61693209013404626262 51.060207260032363763,13.61903601280365982973 51.06062005937918257814,13.61945924861553081087 51.06069165245035179623,13.62061241247183929204 51.06082679929638601379,13.62101535148036646206 51.06086984633716241433,13.62152489787392184439 51.06091323216983113298,13.62220370218456011457 51.06097709179615407038,13.62344595848795414383 51.0611382432969094225,13.62472893363126402733 51.06131639874144667601)"
2248;2013;"Hansastraße ";"ÖW 59-Neustadt ";"Weinböhlaer Straße";29.7;23.7;2015-11-16 11:17:24;2248;788.79814;"05001090";2248;"SRID=4326;LINESTRING(13.73937309159407504922 51.0786784050009572411,13.73940513832538456995 51.08165887644666014467,13.73940204214359717128 51.08231852109621939917,13.73934702605524904584 51.08270688563527528459,13.73924432938143347371 51.08303249651555688615,13.73917053831989854018 51.08320284314442716322,13.73904233981756561889 51.08346595738635897987,13.73886953769359386968 51.08373480432501168025,13.73871837713543442305 51.08393388434480897331,13.7384611061913854968 51.08422049734083003614,13.73811147883429839567 51.08454188628533643168,13.73776138261662893569 51.08484832304393563618,13.73747772585155502156 51.08513714896383106634,13.73728061625274499136 51.08544497570013476206)"
2301;2013;"Schützenhofstraße ";"Großenhainer Str. ";"Stephanstr.";22.6;23;2015-11-16 11:17:24;1884;171.7728;"03084010";1884;"SRID=4326;LINESTRING(13.71896215627821291605 51.09665114865252633081,13.71875354306287420059 51.09658067622860500023,13.7182901242968000588 51.09662129614180514636,13.71655644953612274151 51.09676289591943998403)"
1639;2013;"Schweriner Straße ";"ÖFW 41-Altstadt I ";"Grüne Straße";31.6;25.1;2015-11-16 11:17:24;635;180.79497;"00133040";635;"SRID=4326;LINESTRING(13.72704963003499223362 51.05262749898170682172,13.72638668421426366706 51.05282362945114726926,13.72579487611706916539 51.05298921679494839054,13.72522240104462376564 51.05316360203847381172,13.72471832207481234889 51.05332241597191256233)"
1036;2013;"Steinbacher Straße ";"Gorbitzer Str. ";"Am Leutewitzer Park";20.4;21.8;2015-11-16 11:17:24;12493;114.99327;"14141080";12493;"SRID=4326;LINESTRING(13.67271031042572460024 51.0529392608713621371,13.6723989908652914238 51.05306203926177488484,13.67217118947321630174 51.0531775732375550092,13.67193837756465590871 51.0532996326512531482,13.67171479392282762433 51.05341328918675003479,13.67158184329051984207 51.05350247163092092251,13.67142492260764541356 51.05357714563113091799)"
1181;2013;"Gustav-Adolf-Platz";"Kreisverkehrsanlage ";"Gustav-Adolf-Platz";24.8;24.8;2015-11-16 11:17:24;8068;42.64972;"10022010";8068;"SRID=4326;LINESTRING(13.76026916396681443189 51.02993870830296430086,13.76041460469702037983 51.03011326554839399705,13.76055598947266389587 51.0302768532184032324)"
562;2013;"Lommatzscher Straße ";"Rietzstraße ";"Wächterstraße";32.2;25.7;2015-11-16 11:17:24;1419;378.23887;"02014050";1419;"SRID=4326;LINESTRING(13.70596003288976838519 51.08252292455900089863,13.70567129741880130211 51.0825574078730184624,13.70538817981639923005 51.08256759105231026297,13.70501592564390236362 51.08255181293528579545,13.70468062034058931431 51.08253811574778069371,13.70438782407321376411 51.08251656138109098038,13.70408441969848212239 51.08249655235318442692,13.70371712713774492443 51.08247747975878638726,13.70324088590902888996 51.08245122617333322523,13.70273127774050436756 51.08241737008902561001,13.70217809430523914216 51.08238408914269257366,13.70163559449062873341 51.08235119402720414428,13.70115009070981315631 51.08232082720722644353,13.70058754155282798592 51.08228558212647385517)"
1419;2013;"Lommatzscher Straße ";"Pieschener Straße ";"Washingtonstraße";42.5;31.6;2015-11-16 11:17:24;1432;261.5745;"02014080";1432;"SRID=4326;LINESTRING(13.69679994789303734137 51.08205704867535956737,13.69652983480753682954 51.0820363479874330892,13.69634807715514490667 51.08201433892041620766,13.69610837391555158149 51.08198503749657248818,13.69586573566200371488 51.0819656849116512376,13.69432570380559610612 51.08188405917706376158,13.69317810202192475799 51.08183367173134570294,13.69308618573696989529 51.08182963148531996467)"
1632;2013;"Hertha-Lindner-Straße ";"Ostra-Allee ";"Theaterstraße";28.7;24.6;2015-11-16 11:17:24;657;95.95609;"00139010";657;"SRID=4326;LINESTRING(13.7313312697186997724 51.05339814421270716593,13.73054670451180392377 51.05311814314133300741,13.73014863208540958794 51.05296386670359254367)"
1632;2013;"Hertha-Lindner-Straße ";"Theaterstraße ";"Am Queckbrunnen";28.7;24.6;2015-11-16 11:17:24;658;43.89349;"00139015";658;"SRID=4326;LINESTRING(13.73014863208540958794 51.05296386670359254367,13.72986767337898150743 51.05285846467589294662,13.72960985642836817533 51.05276274346201148546)"
1563;2013;"Ostra-Allee ";"Am Zwingerteich ";"An der Herzogin Garten";30;26.3;2015-11-16 11:17:24;678;87.78906;"00148040";678;"SRID=4326;LINESTRING(13.730521560759063604 51.05429144330993551648,13.73020947385113821326 51.05463068688423078356,13.72988828262193194973 51.05497245210310808261)"
1555;2013;"Ostra-Allee ";"Kleine Packhofstr. ";"Maxstr.";31.4;26.8;2015-11-16 11:17:24;680;96.3925;"00148080";680;"SRID=4326;LINESTRING(13.729097921620567746 51.05586077168209158117,13.72871542777893694165 51.05628948370962660874,13.72843842174755479846 51.05662123896816950719)"
716;2013;"Fischhausstraße ";"Mathias-Oeder-Str. ";"Radeberger Landstraße/OD-A";23.2;20.2;2015-11-16 11:17:24;3694;395.39815;"06043060";3694;"SRID=4326;LINESTRING(13.79037954117224451522 51.07161906501956849525,13.79048458439988955604 51.07171556843885440458,13.79064568150190162044 51.07182960047904884959,13.79091371560452117251 51.07198886712225771589,13.79131250187821500219 51.07220109500727289742,13.79154691491326545361 51.07233477239030605688,13.79173174239049259882 51.07244017324192952856,13.79197166936973140139 51.07256002456145438373,13.79218806105453687394 51.07267630664974689125,13.79261809553968021191 51.07290717214670650037,13.79286847519023240238 51.0730346232737915102,13.79309881373008295213 51.07316486962469781474,13.79339812868789572065 51.07331986622853747804,13.79365831711710299601 51.07346435933544626096,13.79400388132254740015 51.07364514281906053839,13.79421449057048754128 51.07376114740856820617,13.79450678428603893622 51.07391119909832610801,13.7946022237484182682 51.07396861228764350926)"
1484;2013;"Quohrener Straße ";"Am Kurhaus Bühlau ";"Cunewalder Straße";24.9;21.6;2015-11-16 11:17:24;4785;207.25144;"07059015";4785;"SRID=4326;LINESTRING(13.85506923518691912989 51.06138036839492144736,13.85521853509435885599 51.06124692113261431814,13.85540142020441933823 51.06106155273172220177,13.85557284151178869536 51.06089685770918862318,13.85567932083275977106 51.06080777011946736366,13.85581892625369171412 51.0607120589041301173,13.8561673096044994935 51.06050047938062874664,13.85644055413830244561 51.06032978046219028556,13.85656049102932207973 51.06025293881783255756,13.85666967495759394069 51.06016560879711363441,13.85694509410090269341 51.05994950473782978406)"
12496;2013;"Cunnersdorfer Straße SW";"Steile Straße ";"Abzweig HN 27";15.5;18.7;2015-11-16 11:17:24;5371;54.57501;"07370020";5371;"SRID=4326;LINESTRING(13.88855165744727138133 51.03481620953635200522,13.88823385424804968125 51.03498222402416217847,13.88795534251553398519 51.03513153424457726715)"
12412;2013;"Pirnaer Straße ";"Pappelweg ";"Kirchberg";22.2;19.6;2015-11-16 11:17:24;5783;31.14195;"07480130";5783;"SRID=4326;LINESTRING(13.94089804599055426593 51.03672973917939970079,13.94068213418860580077 51.03681726914022220853,13.94053438004264755534 51.03688998507168150809)"
12589;2013;"An der Prießnitzaue ";"Am Weißiger Bach ";"Stadtgrenze";15.4;19.1;2015-11-16 11:17:24;4223;273.09434;"06330070";4223;"SRID=4326;LINESTRING(13.88573124599844454963 51.06928706340283241616,13.88571934835518462137 51.06983657778614826839,13.88572514725895601373 51.06995111974332246518,13.8857367635095574343 51.07005046545341286901,13.88574132011400230624 51.07015195607865365446,13.88575734823999496825 51.07035941867982842268,13.88575305938485904278 51.07053800972775547962,13.8857526903050452205 51.07069899436679349947,13.88574437552815332708 51.07089960623434166109,13.88573324007800557922 51.07121706992893450661,13.88573346749979897652 51.07135380680058744929,13.88572524422684573153 51.07155000407985312449,13.88569877500179927665 51.07174101845549785139)"
12057;2013;"Augsburger Straße ";"Barbarossaplatz ";"Bergmannstr.";22.5;23.5;2015-11-16 11:17:24;6186;90.4594;"08033090";6186;"SRID=4326;LINESTRING(13.79133100266987277394 51.04817476352906879811,13.79186375420730215069 51.04795976146290570341,13.79242029541234515477 51.0477387419849719663)"
12446;2013;"Markt SW";"Cunnersdorfer Straße ";"Am Sägewerk";16.7;18.9;2015-11-16 11:17:24;5428;66.30296;"07383020";5428;"SRID=4326;LINESTRING(13.89477469702649159444 51.03321075539833628909,13.89514993525110853057 51.03323120850711092089,13.89534369806043123674 51.03323875527996733581,13.89559323908698118544 51.03324487297803102592,13.89571258530501118855 51.0332214316536223464)"
2328;2013;"Bürgerstraße ";"Osterbergstr. ";"Rehefelder Str.";28.9;24.3;2015-11-16 11:17:24;1640;117.15031;"03014050";1640;"SRID=4326;LINESTRING(13.72123378129219695154 51.07742535714493925525,13.72083740559641107382 51.07740317920085715286,13.71987114275040120503 51.07737067552567822304,13.71956461466534626936 51.0773740043107622455)"
12421;2013;"Zum Triebenberg ";"ÖW 1- Zaschendorf  ";"ÖW 1- Reitzendorf/Zaschendorf";12.5;-999;2015-11-16 11:17:24;5439;326.10493;"07390045";5439;"SRID=4326;LINESTRING(13.91614052824417946397 51.02301079398591809877,13.91634474274755994827 51.02333660869664555548,13.91660954266897398668 51.02380694418219064801,13.91668235431403033431 51.02392130170819228852,13.91683076036080812798 51.02424693889553708459,13.91710779243881290768 51.02486350957648397753,13.91714084420646813101 51.02498969793052197019,13.91717220111779163005 51.02519420410585127001,13.91731054909259057695 51.02583485758983528058)"
12422;2013;"Zum Triebenberg ";"ÖW 1- Reitzendorf/Zaschendorf ";"Schullwitzer Straße";12.4;18;2015-11-16 11:17:24;5440;481.93802;"07390050";5440;"SRID=4326;LINESTRING(13.91731054909259057695 51.02583485758983528058,13.91725306801924233469 51.02589724485210354032,13.91713755883763425913 51.02598274898614505446,13.91653965709077489521 51.02637678068543891641,13.91635486073553096276 51.0264899436946706146,13.91611672289609202835 51.02667635523818034926,13.91603775387246599848 51.0267492520977583581,13.91576296368724818819 51.02702649274375801269,13.91552232029370195221 51.02732297948986683878,13.91538576888972222889 51.02751816683611707504,13.9151619564564441589 51.027832415145596201,13.91497940038021674525 51.02809884474931578779,13.91491356118103084327 51.02818382137672870158,13.91470774076704053357 51.02838918748516050528,13.91440736987746085163 51.02863668018395060244,13.91412981144092597674 51.02885029602829547457,13.91353954024777728193 51.02918913787966914697,13.91331880164572964986 51.02929807072334256191)"
1441;2013;"Rehefelder Straße ";"Robert-Matzke-Str. ";"Wurzener Str.";26.2;23.4;2015-11-16 11:17:24;1671;140.80466;"03025040";1671;"SRID=4326;LINESTRING(13.72000941447672950346 51.07995041710185546435,13.72010381889668195754 51.08047661508215497861,13.72022314506544482526 51.08120926565204200642)"
12938;2013;"Keulenbergstraße ";"Saßnitzer Str. ";"Waldteichstr.";18.6;19.7;2015-11-16 11:17:24;2139;136.0692;"04042040";2139;"SRID=4326;LINESTRING(13.7237263631591144275 51.1179550797286026409,13.72388221004634267786 51.11776532966584341011,13.72406999908842806235 51.11753301077796862728,13.7242676658390809763 51.11728877959810546372,13.72446030304832476077 51.11705350668734837427,13.72461433992441115493 51.11686674218741899267)"
12175;2013;"Altnossener Straße ";"Paul-Breyer-Straße ";"An den Alten Gärtnereien";17.5;20.8;2015-11-16 11:17:24;13290;86.7016;"14401030";13290;"SRID=4326;LINESTRING(13.64052863128786619029 51.04196390831136653787,13.63994173558627842624 51.04199296989741441166,13.63979893439674206945 51.04199962625666131544,13.63965310481538573129 51.04201957475905260253,13.63950188719111444868 51.04204278774552250297,13.63938220883924579141 51.04207136786125431627,13.63931500772434368685 51.04208740221757523159)"
12210;2013;"Altnossener Straße ";"Abzweig/HN 46 ";"Oskar-Maune-Straße";17.7;20.9;2015-11-16 11:17:24;13300;172.71977;"14401083";13300;"SRID=4326;LINESTRING(13.62749437076322678308 51.04369985067116033406,13.62738796812789843216 51.04365099210685485787,13.62729777403798081536 51.04357501219404724679,13.62719932958481194873 51.04352285658915633348,13.62705256590053082277 51.04347223755861051586,13.62692408102192764829 51.04344076332771606985,13.62676431793509124191 51.0433955938072756453,13.62661390093058422224 51.04336820509982430849,13.62621431277812789062 51.04332919992910433393,13.62564533537923239237 51.04327922631310343604,13.62521142412627561669 51.04324608212315439459)"
12157;2013;"Ockerwitzer Allee ";"Bebauungsgrenze/HN 20 ";"Gompitzer Straße";16.1;19;2015-11-16 11:17:24;13398;513.6623;"14432055";13398;"SRID=4326;LINESTRING(13.6405783577692023556 51.05210712875776835062,13.64102039809079158772 51.05089966077056828908,13.64119589284766753678 51.05048080441565616638,13.64139146257695500708 51.0499701473137577068,13.64148501019011128221 51.04976059295395884874,13.64179938062888375327 51.04917954338940688785,13.64195512234221041581 51.04886241834071114454,13.64206421657782009049 51.04862308864237974149,13.64212720870983552857 51.04844197411602380043,13.64218617392165810998 51.04824681972913680283,13.64220234267756381996 51.04814909232688080465,13.64222018879975628636 51.0480383985863497287,13.64223600284960546958 51.04790888595973541442,13.64223203056328515004 51.04762416787391288153)"
18406;2013;"Lotzebachstraße ";"Bebauungsgrenze/HN 2 ";"Rennersdorfer Hauptstraße";14.3;18.6;2015-11-16 11:17:24;13622;130.38556;"14530160";13622;"SRID=4326;LINESTRING(13.61020720017445562178 51.07005898529870790981,13.60967380378759550297 51.06949384679371917173,13.60926272124991598389 51.06904891311508976059)"
1660;2013;"Pennricher Straße ";"Rudolf-Renner-Str. ";"Klopstockstr.";28.1;25.6;2015-11-16 11:17:24;12196;118.32908;"14065030";12196;"SRID=4326;LINESTRING(13.69204884290548562831 51.04906339280721994101,13.69120705466765031133 51.0490936675311104409,13.69036493407346455342 51.04913588675064062272)"
1443;2013;"Leisniger Straße ";"Robert-Matzke-Str./Leisniger Platz ";"Wurzener Str.";30.5;25.1;2015-11-16 11:17:24;1697;122.25856;"03031030";1697;"SRID=4326;LINESTRING(13.72404989560590848896 51.08071874037909054778,13.72349825478604579132 51.08114351611990855417,13.72292356022981785202 51.08155825138956629416)"
2324;2013;"Trachenberger Straße ";"Seumestr. ";"Maxim-Gorki-Str.";28.6;24.2;2015-11-16 11:17:24;1717;175.76188;"03037040";1717;"SRID=4326;LINESTRING(13.7296694440296338513 51.08748613989877895847,13.73014482544827608024 51.08821740562317614831,13.73062022604706378104 51.08894866678038226837)"
1348;2013;"Wilsdruffer Straße ";"Galeriestr. ";"Kleine Kirchgasse";32.9;26.3;2015-11-16 11:17:24;796;112.22166;"00180030";796;"SRID=4326;LINESTRING(13.73898824919810657263 51.05016535305330904748,13.73977895864930331982 51.05005595878784419028,13.74055439891142604836 51.04995653859381832262)"
1463;2013;"Fritz-Reuter-Straße ";"Hansastr. ";"Großenhainer Str.";33.5;25.4;2015-11-16 11:17:24;1999;450.69192;"04003040";1999;"SRID=4326;LINESTRING(13.73921160139714281456 51.07395223958280183751,13.73905913234479569951 51.07399458606868591914,13.73736510415225886561 51.07446506994219959097,13.73514056424111728916 51.07507652690323141087,13.73426197984684549169 51.07531343007771340581,13.73365950799097490176 51.07547206891033653164,13.73380275514121784397 51.07525107663080632392)"
1629;2013;"Marienstraße ";"Annenstraße ";"Antonsplatz/Anfang";25.8;23.8;2015-11-16 11:17:24;775;64.05334;"00177010";775;"SRID=4326;LINESTRING(13.73231205591200598803 51.05055552904590143726,13.73236345590821194662 51.05027563458637018812,13.73244567983140917988 51.04998606534639549182)"
2054;2013;"Pillnitzer Landstraße ";"Laubegaster Straße ";"Leonardo-da-Vinci-Straße";23.2;21;2015-11-16 11:17:24;4639;214.86981;"07005250";4639;"SRID=4326;LINESTRING(13.8662524464555261261 51.01375906526529746543,13.86602142757434741327 51.01380760588948959366,13.86585091668507452312 51.01383895457979633647,13.86561023888105559365 51.01387550309889462596,13.86539596906925098097 51.01390128234747578517,13.86517810092827573953 51.01391969708524243288,13.86471571175886019489 51.01395334368976364203,13.86454094703774941877 51.01396851597417025914,13.86416797413041557263 51.01400669843767587963,13.86387871040951580426 51.0140449563174342984,13.86371759746100273958 51.01407199578414974894,13.86346290449740337181 51.0141230619217367348,13.86326990624467114799 51.01417025831822371629)"
12626;2013;"Pfotenhauerstraße ";"HN 28 ";"Pfeifferhannsstr.";27.1;25.8;2015-11-16 11:17:24;6009;92.42771;"08010025";6009;"SRID=4326;LINESTRING(13.76523308586904548179 51.05615434931814888841,13.76585795508878895532 51.05628694292045821612,13.76648283071124723165 51.05641953593062964956)"
610;2013;"Trachenberger Platz";"Großenhainer Str. /HN 108 ";"HN 129";35.3;26.3;2015-11-16 11:17:24;2011;35.92799;"04009010";2011;"SRID=4326;LINESTRING(13.72809474533726614709 51.08436759507110735967,13.72785844859459913891 51.08458062336963934058,13.72780609939823825982 51.08463451516166031752)"
885;2013;"Bischofsweg ";"Schönbrunnstr. ";"Königsbrücker Str.";33.4;26.5;2015-11-16 11:17:24;3638;106.48103;"06029030";3638;"SRID=4326;LINESTRING(13.74924062694435633603 51.07164278692904701984,13.74991020485943771234 51.07153271580449427347,13.75071168536678634098 51.07140255425500185993)"
1092;2013;"Bischofsweg ";"Königsbrücker Str. ";"Förstereistr.";37.4;29.2;2015-11-16 11:17:24;3639;125.98613;"06029040";3639;"SRID=4326;LINESTRING(13.7507116882449373918 51.07140255338646284144,13.75147780883153814102 51.07116484820892310381,13.7523284383914710105 51.07090687999946254649)"
882;2013;"Bischofsweg ";"Förstereistr. ";"Alaunstr.";32.2;27.5;2015-11-16 11:17:24;3640;198.54673;"06029050";3640;"SRID=4326;LINESTRING(13.7523284383914710105 51.07090687999946254649,13.7535827010428217676 51.07052139355376851881,13.75487377322913751243 51.07012241887218806369)"
12031;2013;"Bischofsweg ";"Prießnitzstr. ";"Bachstr.";25.5;23.9;2015-11-16 11:17:24;3645;66.19783;"06029095";3645;"SRID=4326;LINESTRING(13.7611136612635895915 51.06822013887095579321,13.76152469307754167005 51.06810345131584938372,13.76197330458496281835 51.06797332939609646019)"
12034;2013;"Stolpener Straße ";"Radeberger Str. ";"Zittauer Str.";27.6;24.4;2015-11-16 11:17:24;3649;98.24825;"06030020";3649;"SRID=4326;LINESTRING(13.76579851040521162986 51.0657597211972742457,13.76544339921127679816 51.06616955311353223124,13.76512725236963774478 51.06653529458012741316)"
21116;2013;"Döbelner Straße ";"Hans-Sachs-Str. ";"Trachauer Heideweg";21.9;22.5;2015-11-16 11:17:24;2038;185.44353;"04018030";2038;"SRID=4326;LINESTRING(13.73025311101829970539 51.09207150364134264464,13.72957541059249741977 51.09278768521507174682,13.72889768860611958701 51.09350388060548908697)"
21124;2013;"Döbelner Straße ";"Duckwitzstr./Kändlerstr. ";"Bolivarstr.";21.2;22.7;2015-11-16 11:17:24;2042;109.01957;"04018070";2042;"SRID=4326;LINESTRING(13.72497095731050542611 51.09552865866225346281,13.72477538629348714494 51.0955863996993215892,13.72427762092120495652 51.09570749791031119003,13.72391039668528200934 51.09579340024591687097,13.7236364974469928768 51.09585034731027519683,13.72351695275324523493 51.0958771446366668556)"
600;2013;"Königsbrücker Straße ";"Eschenstr. ";"Bischofsweg";40.2;29.9;2015-11-16 11:17:24;3443;215.45881;"06001080";3443;"SRID=4326;LINESTRING(13.74919586791924608349 51.0697172440590989595,13.74971642179064090783 51.0702768624149570087,13.74998525610047650503 51.07056636655629233701,13.75045206805340392009 51.07109917462405235256,13.7507116882449373918 51.07140255338646284144)"
1090;2013;"Königsbrücker Straße ";"Ahornstr. ";"Lärchenstr.";31.5;25.9;2015-11-16 11:17:24;3448;70.33967;"06001130";3448;"SRID=4326;LINESTRING(13.7535849661179536696 51.07453128630600502902,13.75380971465392221376 51.07475900703190774266,13.75410698932437014719 51.07507149340867869114)"
12574;2013;"Königsbrücker Landstraße ";"Zum Bahnhof ";"Paul-Wicke-Straße";26.8;21.8;2015-11-16 11:17:24;3540;55.87467;"06002240";3540;"SRID=4326;LINESTRING(13.79822219326253573968 51.14189129139323597428,13.79839472084007390151 51.14215574991806079197,13.79851925506720888848 51.1423576205343195511)"
12562;2013;"Königsbrücker Landstraße ";"Am Zollhaus ";"Altweixdorf";34;22.8;2015-11-16 11:17:24;3546;191.86787;"06002300";3546;"SRID=4326;LINESTRING(13.8005440765485616339 51.1478436874562447656,13.80056634748518540334 51.14852057073206026416,13.80056750212941807376 51.1489867365417225642,13.80060351027178811023 51.14933339622197649987,13.8006168020566963861 51.14943342329781472699,13.80065378131985376342 51.14956559933286683872)"
319;2013;"Striesener Straße ";"Cranachstr./ÖFW ";"Thomaestr.";28;26;2015-11-16 11:17:24;6089;82.36143;"08023070";6089;"SRID=4326;LINESTRING(13.76709943748827491561 51.04812060020046970976,13.76764521204808389143 51.04803066374820019746,13.76823688350111218881 51.04793521927692978579)"
