"id_immi";"jahr";"strname";"von_krz";"bis_krz";"no2_i1";"pm10_ist";"aend";"kattime";"laenge";"sta_id";"eskn_id";"shape"
13087;2013;"Wiener Platz ";"Abzweig/Anliegertunnel ";"Abzweig/Tunnelausfahrt";32.6;25.8;2015-11-16 11:17:24;71;262.80886;"00005020";71;"SRID=4326;LINESTRING(13.73091240885424291207 51.04231254652587779219,13.73093691216886114148 51.04230485391975946641,13.73094272530894421891 51.04230301954884652105,13.73182938679014597483 51.04202462076190727203,13.73261850288787577767 51.04178306243126428399,13.73304196433521084941 51.04165342639135616309,13.734242574370297163 51.0412296792733641837)"
1256;2013;"Münchner Straße ";"Fritz-Löffler-Platz ";"Eisenstuckstr.";30.3;25.4;2015-11-16 11:17:24;10775;99.33391;"12049010";10775;"SRID=4326;LINESTRING(13.73017092684729512087 51.03281516330530820369,13.73011463498487039203 51.03280576548360869538,13.72995162192786544608 51.03277858882407969077,13.72991456063663662235 51.0327700384195281913,13.72975485068089440688 51.03273316705903539514,13.72944819934545179763 51.03264991312592258055,13.72888560367229082715 51.03244942166694642083)"
21411;2013;"An der Flutrinne ";"Flößerstr. ";"ÖRW 42-Mickten";28.2;26.4;2015-11-16 11:17:24;1273;77.93018;"01044040";1273;"SRID=4326;LINESTRING(13.69288160722569713812 51.07773156044135021148,13.69260157694765922543 51.07781244002983100927,13.69209007788150600504 51.07795655700013526257,13.69186835004013147454 51.07802065001590108295)"
66;2013;"Teplitzer Straße ";"Hildebrandstr. ";"Zellescher Weg";36.4;28.4;2015-11-16 11:17:24;7877;254.911;"10004030";7877;"SRID=4326;LINESTRING(13.75325241670767617563 51.02824608510148607365,13.75341053086760112478 51.02809750072432848356,13.75360754956583164699 51.02792062579833043401,13.75385233496393944108 51.02771784783094233262,13.75409552675079183359 51.0275249625348550353,13.75451079921825048302 51.02720689540169018983,13.75495411372178011788 51.02691551077153064853,13.75550146417412378241 51.02652028544028439683,13.75555900316040158771 51.02647875753634565399)"
5506;2013;"Pfotenhauerstraße ";"Fiedlerstraße ";"Schubertstr.";26.8;25.3;2015-11-16 11:17:24;17950;375.78739;"08010080";17950;"SRID=4326;LINESTRING(13.78077679497783591955 51.05900408351082120362,13.78203902734244401529 51.05910862038412290076,13.78252687233894491214 51.05914900911525933225,13.78360531506308639393 51.05923718087560558843,13.78609362696109030821 51.05944057943173675085)"
65;2013;"Teplitzer Straße ";"Zellescher Weg ";"Heinrich-Zille-Str.";38.7;29.4;2015-11-16 11:17:24;7880;147.64941;"10004040";7880;"SRID=4326;LINESTRING(13.75555900316040158771 51.02647875753634565399,13.75567043945203948851 51.02639003330632050393,13.75623444652816651512 51.02594102453158342314,13.75692735001966582331 51.02547123489424762965)"
12133;2013;"Südhöhe ";"Brückenrampe Bergstraße ";"Kohlenstraße";28.9;23.7;2015-11-16 11:17:24;9656;39.59123;"11057060";9656;"SRID=4326;LINESTRING(13.7298224602676945949 51.01973723648202252434,13.72970598268499031747 51.01972800242914019009,13.72959261395302021924 51.01972344241451651214,13.72947654539242634542 51.01971750399190597136,13.72947567689843850758 51.01971745857595408324,13.72946872870084256135 51.01971710423854489136,13.72931515152338732833 51.01970736743495393739,13.72931263082750064086 51.01970725908442716445,13.72926063450798039867 51.01970404066532438492)"
187;2013;"Teplitzer Straße";"Strehlener Platz ";"Reichenbachstr.";27.5;24.4;2015-11-16 11:17:24;7871;302.22589;"10004010";7871;"SRID=4326;LINESTRING(13.7494306786660693831 51.03360908610968493804,13.7494430729322463236 51.03356774352820224294,13.74945571877874250788 51.03352553132690871962,13.74949013469064418302 51.03341845254271902377,13.74954815566018773154 51.03330443203856248147,13.75059150796334606071 51.03171632315189754081,13.75101047445713930983 51.0310848965183367909)"
12171;2013;"Coventrystraße ";"Reuningstr. ";"Abzweig Brückenrampen";28;23.4;2015-11-16 11:17:24;17005;753.90803;"14209100";17005;"SRID=4326;LINESTRING(13.65540922836959936149 51.04829212874911092968,13.65480020555585660702 51.04808434335930655834,13.65438692901175876671 51.04792178616598619101,13.65381297806666438532 51.04767283402831878902,13.6533556716303134948 51.04745504386075793946,13.65292048130302049458 51.04723188622855190033,13.6528941939585166665 51.04721840853788705772,13.65243499566675566825 51.0469682812505212155,13.65194006051265951385 51.04668047310933332028,13.65140269185345545111 51.04632773866942585528,13.65098377336370383262 51.04600577609637923615,13.65092691163546056998 51.04595656673929227054,13.65084065323537032555 51.0458865410207209834,13.65066848595092885432 51.04573448783503408777,13.65044164600163512091 51.04550362728868151407,13.65020196153845333242 51.04521412776984590209,13.65001613668414037761 51.0449951791412104285,13.64970049103796334578 51.04454922292141816342,13.64953235491922889366 51.04422254445633910791,13.64939745164099882402 51.04397462341169244837,13.64921221658095795704 51.04362534536361550863,13.6490692604805214927 51.04334934474238139046,13.648961061470766154 51.04314867507772390809)"
1432;2013;"Wurzener Straße ";"Dahlener Str. ";"Leipziger Str.";33.4;25.8;2015-11-16 11:17:24;1692;118.34228;"03030050";1692;"SRID=4326;LINESTRING(13.71555588728141650279 51.08062102522239911195,13.71473590557822674896 51.08051798286740563526,13.71416423684393315341 51.08045010372842398283,13.71401144241554170833 51.08043177708277937654,13.71397092683206508923 51.08043069284825321574,13.71389568722612573026 51.0804286959734241691)"
12259;2013;"Bautzner Landstraße";"Siegmund-Loewe-Str. ";"Stadtgrenze";18.8;19.1;2015-11-16 11:17:24;17753;1616.35991;"06053377";17753;"SRID=4326;LINESTRING(13.90001564348594875753 51.06403052366275119311,13.90057405579094940151 51.06394859199700420049,13.90369224562997985117 51.06350132841240707648,13.90643378978043642746 51.06309650307241554401,13.90848098932694121288 51.06279062070744600987,13.90899903258723746546 51.06267756613691233269,13.91107055505103318183 51.06222455900232404247,13.91679989100485670406 51.06095438508650374843,13.91742600148802111448 51.06084523895941629235,13.91818240993764099755 51.06076873689546147261,13.91874291913787864416 51.0607371009524158012,13.91922229844382030706 51.06073270834892952053,13.9199275660950103628 51.06075197858969971776,13.92058182325626169984 51.06081672638656243635,13.92119053950275286979 51.06090321548031596421,13.9222414728455721189 51.06112552626437661729)"
1316;2013;"Ammonstraße ";"Ehrlichstraße ";"Freiberger Str.";34.7;26.8;2015-11-16 11:17:24;38;204.34833;"00004010";38;"SRID=4326;LINESTRING(13.72043583793770338275 51.0512008723451771175,13.7204969424440452741 51.05031985147442696871,13.72055047397792471031 51.04987664739405062164,13.72060346346367865067 51.04943805967296555082,13.72061202536787583028 51.0493670645975683442)"
22224;2013;"Löbtauer Brücke";"Brückenrampe (Ost) ";"Emerich-Ambros-Ufer";32.9;28.4;2015-11-16 11:17:24;11225;206.02012;"12178030";11225;"SRID=4326;LINESTRING(13.70525478381425621421 51.04758392747748274587,13.7054903975106441294 51.04775990289923015553,13.70550427095926160348 51.04800633627486661226,13.70543209269941442585 51.04831654734095280901,13.70502736795067910691 51.04934749719132014434)"
1475;2013;"Flügelweg ";"Flügelwegbrücke/Unterführung ";"Abzweig .Brückenrampen";34.3;26.7;2015-11-16 11:17:24;12070;200.1033;"14040010";12070;"SRID=4326;LINESTRING(13.69024197486488425568 51.06149615121009333052,13.68979884374981104145 51.06025891458617138596,13.689630614754287663 51.05982099883161851039,13.68961086667517790261 51.0597678542019579595,13.68959674973002726972 51.05974372084978796238)"
22220;2013;"Washingtonstraße";"Lommatzscher Str. ";"Peschelstr.";38;30.1;2015-11-16 11:17:24;1103;299.21882;"01002080";1103;"SRID=4326;LINESTRING(13.69308618548362765921 51.08182964047535534746,13.69305351442493545733 51.08190277387203082071,13.69286575668634675651 51.0823231861780797658,13.69262001008314655337 51.08284658336594219463,13.69232575538710960927 51.08351788255243519643,13.69193432993222181437 51.08440030718979585345,13.69192609661542725519 51.08441885725930120543)"
2043;2013;"Kohlenstraße ";"Brückenrampe Bergstraße ";"Höckendorfer Weg";28.6;23.8;2015-11-16 11:17:24;10972;188.95864;"12087010";10972;"SRID=4326;LINESTRING(13.72867799282423106888 51.01967090072123767186,13.72797132200823000403 51.01962145956341032615,13.72703487771740249457 51.01958789967753205019,13.72668527054162979084 51.01956599185601959334,13.72639758997183001554 51.01953992434073370532,13.72600049043003700433 51.0194972069087597788)"
1585;2013;"Quohrener Straße ";"Abzweig/HN 18 ";"Rossendorfer Str./ÖFW";18.9;20.1;2015-11-16 11:17:24;4788;85.58394;"07059025";4788;"SRID=4326;LINESTRING(13.85771476774124444376 51.05945459029460664624,13.85789432688240019331 51.05936182193327965706,13.85816222524500673785 51.0592112654460308363,13.8583144894906435951 51.05912988442327815619,13.85833354747787105055 51.05911971090121426187,13.85846496495048185693 51.05903940302202670409,13.85860789080107657867 51.05893210313986685378)"
21444;2013;"Rethelstraße ";"Scharfenberger Str. ";"Rauchstr.";24.3;20.3;2015-11-16 11:17:24;1115;121.46044;"01005010";1115;"SRID=4326;LINESTRING(13.69866049244369854421 51.07424950140304531487,13.6986771376476248463 51.07421049218994113517,13.6986863325704923966 51.07418894691952715448,13.69873801852614292329 51.07411999215647568917,13.69874440417640926171 51.07411147325567668531,13.69875020868307480271 51.07407741352530905488,13.69877329116498820838 51.0739419833481846922,13.69881898368237571617 51.07374362814032764391,13.69887517786221842186 51.07346846208366031306,13.69892121967012776906 51.07320855449864183129,13.69892836064902397197 51.07317498085857465639)"
1457;2013;"Washingtonstraße ";"Overbeckstr. ";"An der Flutrinne";34.7;28.3;2015-11-16 11:17:24;1089;522.99508;"01002050";1089;"SRID=4326;LINESTRING(13.69015830859824056631 51.07376549593872994137,13.69015824577981454979 51.07377125966987563288,13.69014576326645205029 51.07486044504649669307,13.69013844006857461011 51.07528510553417078199,13.69015339203980730076 51.07558215490641373435,13.69018039105404049849 51.07586611074055582549,13.69028662566648790744 51.0765654090245462271,13.69040656633557517807 51.07744122890711224727,13.69046336805147845439 51.07774315350246041589,13.6905081163049295867 51.07789356600387975504,13.69066905619244067793 51.07822605477275601515,13.6907200484979831856 51.07832068239553535705,13.69077677107018686797 51.07838629123074269955,13.69080735105809232266 51.07842166996670130175)"
12797;2013;"Franklinstraße ";"Wiener Str. ";"Strehlener Str.";24.6;24.7;2015-11-16 11:17:24;9421;193.29391;"11016010";9421;"SRID=4326;LINESTRING(13.74465261042015029602 51.03720402141744472146,13.74459484004019316217 51.03711392150403014512,13.74458854446056754739 51.03710409657975333175,13.74454595091701136766 51.03701872807977935054,13.74451137548318868653 51.03693011833996706628,13.74447443221721165685 51.03683149204314872804,13.74439011485789663425 51.03662914526445604224,13.74425604068616024733 51.0364112635756725922,13.74425397135458482012 51.03640866937031717043,13.74393420963656886613 51.03600823235011318957,13.74359399234634260267 51.03560809605784953646)"
2082;2013;"Tornaer Straße ";"Dohnaer Platz ";"Dohnaer Straße";40.6;29.5;2015-11-16 11:17:24;8528;56.89997;"10129065";8528;"SRID=4326;LINESTRING(13.78449465172166199523 51.00991894279898986042,13.78419612071202138281 51.00976921618984505358,13.78390209629850104989 51.00962384331836574347,13.7838579778907970308 51.00960203492121536328)"
2188;2013;"Dorfstraße";"Bahnhofstraße ";"Lockwitztalstraße";25.8;23.3;2015-11-16 11:17:24;8700;43.46094;"10156020";8700;"SRID=4326;LINESTRING(13.82217011320394561835 50.99764726985086582545,13.82222750659511234517 50.99773096984235820628,13.82226307710157442443 50.99775631072030535051,13.82231126089456019201 50.99779061876134278464,13.82238367494562325533 50.99781579144628551603,13.82247034781662264891 50.99783165627788861229,13.82255448321696178482 50.99784248642637152216,13.82264398725508591781 50.99783883810013662696)"
847;2013;"Hansastraße ";"Fritz-Reuter-Straße ";"ÖFW 62-Neustadt";33.4;24.9;2015-11-16 11:17:24;2242;238.97637;"05001060";2242;"SRID=4326;LINESTRING(13.73921159426192772912 51.07395223950583584838,13.73922085959011951672 51.07533145455877843233,13.73921960479064807714 51.0756743739735910026,13.73922227106744031744 51.07609939531758413978,13.73922228490184238581 51.07610098719926838839)"
221;2013;"Bürgerwiese ";"St.Petersburger Str./ÖFW ";"Zinzendorfstraße";33.3;26.6;2015-11-16 11:17:24;17318;225.23036;"00091015";17318;"SRID=4326;LINESTRING(13.74157589404561541357 51.04515598364568518264,13.74156017758413206309 51.04513160556042805638,13.74152927727888240383 51.04508372742849786619,13.74145813450639153075 51.04497580207831930466,13.74138369614728283352 51.04486473864272966239,13.74129457971625001278 51.0447067990296119433,13.74122035441247646759 51.04455264387758006706,13.74118682954931003337 51.04438584245713883547,13.74118850450187068191 51.04419616459918529472,13.74121155146607442532 51.04406849806932910951,13.7412620353799166395 51.04390697209294813774,13.74134512696325671754 51.04373343208580138253,13.74148508658294431939 51.043503822314853835,13.74165884024167105792 51.04322151824828068811)"
683;2013;"Moritzburger Weg ";"Grüne Telle ";"Heideweg";22;22.2;2015-11-16 11:17:24;2559;485.52515;"05080090";2559;"SRID=4326;LINESTRING(13.75045600937116674345 51.10964463741231611493,13.75055726960513347024 51.10953208228590227691,13.75068136167897847599 51.10944183932649309554,13.75081844774384087771 51.10936005968501660846,13.75096884476297809385 51.10927509205740904008,13.75110611070346067208 51.10918665484696532531,13.75126201642303414019 51.10909342196780613676,13.75142065609817443317 51.10899688895010939405,13.75161935779123645318 51.10888579881143556349,13.75179426311738062338 51.10877445608938529631,13.75197445592572442763 51.10866316954746935153,13.75212798646102463351 51.10855992278134607432,13.75226296173442364079 51.10845814235917572432,13.75238722824256853983 51.10836124210118214251,13.75248438207135492917 51.1082890253759600796,13.75260286651226060428 51.10821037609528616485,13.75271359950695426733 51.10812498484699517576,13.75281312839098823986 51.10806278146969816589,13.75292067681706775772 51.10799733441963610403,13.75303853552396837756 51.10794198641634977776,13.7531723735822257737 51.10788487255697987166,13.75334340580981162816 51.10783458678043444934,13.7535182896384746698 51.10780392090213553047,13.75372267584972618693 51.10777613129086915933,13.75396936331803487974 51.10774879215185251269,13.75415412961357120025 51.10773328905805357181,13.75421928300240104193 51.10772810112403874427,13.75452400261479013466 51.1077080454982279889,13.75482593887125482013 51.1076879504432852741,13.75508573657475430707 51.10767600662754972518,13.75532861737066170349 51.10766907996981700535,13.75556287338678451704 51.10766904659975295999,13.75580801309825673684 51.10767619600751032749,13.75615198349277967793 51.1076948414892555661)"
241;2013;"Winterbergstraße";"An der Pikardie ";"Basteistr.";28.8;24.3;2015-11-16 11:17:24;8164;88.93051;"10050010";8164;"SRID=4326;LINESTRING(13.77528752417181578949 51.03292181056506393588,13.77529315949119848028 51.03291957644500342894,13.77582380402093065186 51.03270848949791371751,13.7763600651864610569 51.03249514779791695673)"
4497;2013;"Am Hauptbahnhof ";"Wiener Platz ";"Strehlener Straße";39.6;28.2;2015-11-16 11:17:24;10210;190.96942;"11227010";10210;"SRID=4326;LINESTRING(13.73445947874512640396 51.04046702098661825175,13.73386099072929766862 51.03969729285506673477,13.73385955745177078313 51.03969545176745725712,13.73373935957208047398 51.03954194457920578998,13.73327901920997895502 51.03897539389387105757,13.73324280647864270577 51.0389308192313748691)"
11601;2013;"Rosenstraße ";"Ammonstr. ";"Kreuzung/Straba";34;26.8;2015-11-16 11:17:24;16681;33.50499;"00126035";16681;"SRID=4326;LINESTRING(13.72161524940732668654 51.04728837382208439521,13.7215142972462817994 51.04726464331488244852,13.72149784064885480461 51.04726076719696692408,13.72116745818130034706 51.04718308677838933818)"
12637;2013;"Hans-Grundig-Straße ";"Striesener Str. ";"ÖFW 50-Altstadt II";29.7;26.6;2015-11-16 11:17:24;6217;48.73284;"08040010";6217;"SRID=4326;LINESTRING(13.76064291138044026752 51.04917362654872903249,13.76073156455173496227 51.04938857883767866497,13.76081807789461031177 51.0495976719914210662)"
811;2013;"Käthe-Kollwitz-Ufer ";"ÖFW 8-Altstadt II ";"Bundschuhstr.";28.5;25.8;2015-11-16 11:17:24;5976;254.48237;"08005020";5976;"SRID=4326;LINESTRING(13.75871236587497037362 51.0569775033767854211,13.75946412060354795415 51.05726048312012466113,13.76065141579334571986 51.05771258720436378553,13.76182348762958262967 51.05815716797219039336)"
1567;2013;"Käthe-Kollwitz-Ufer ";"Pfeifferhannsstr. ";"Thomas-Müntzer-Platz";35.3;27.5;2015-11-16 11:17:24;5978;135.85313;"08005040";5978;"SRID=4326;LINESTRING(13.76369691645676596181 51.05877160121584523722,13.76457361467969242597 51.05903600778466255861,13.76545653315252870641 51.05928367479847906907)"
1569;2013;"Käthe-Kollwitz-Ufer ";"Alfred-Schrapel-Straße ";"Hertelstr.";39.8;28.6;2015-11-16 11:17:24;5980;139.93439;"08005070";5980;"SRID=4326;LINESTRING(13.76941205781317911772 51.06005732289830945092,13.77038132480026888516 51.06018990615622499263,13.77136287014577931131 51.06032533255902450264)"
936;2013;"Käthe-Kollwitz-Ufer ";"Schubertstr. ";"Händelallee";24.6;23.4;2015-11-16 11:17:24;5987;104.28411;"08005130";5987;"SRID=4326;LINESTRING(13.78645707528060171398 51.06018950321457339214,13.78719376058852574829 51.06009863721522634705,13.78792235577097358146 51.06002745251367969104)"
1606;2013;"Käthe-Kollwitz-Ufer ";"Vogesenweg ";"Goetheallee";27;23.3;2015-11-16 11:17:24;5990;268.45288;"08005160";5990;"SRID=4326;LINESTRING(13.80006645018922206702 51.05743754695744485161,13.80034045413364118815 51.05731380381818240721,13.80055351268286045752 51.05721046879854441158,13.80093485912158079998 51.05702166565458099967,13.80111035243472272782 51.05692905035233053468,13.8012691255490089759 51.05684069675665881505,13.80144458921717820488 51.05673591336017835829,13.80154042386898716188 51.05666065496757966002,13.80176910534742518166 51.05642836797390771153,13.80184405720519968952 51.05633564699454041147,13.80197456234596131708 51.05615043769833505394,13.80199957549324984996 51.0560935087302567581,13.80201223967021206818 51.05602907905937115629,13.80202402744189349448 51.05593557559503636867,13.80201836880838506261 51.05582696520883700941,13.80200721538370700614 51.05577811876549532144,13.80198142848468023658 51.0557279172797677802,13.80193751791087741765 51.05563965222402345034,13.80190119614471910836 51.05554374010938545325)"
12388;2013;"Bühlauer Straße SW";"Alter Bahndamm ";"Am Triebenberg";15.9;18.7;2015-11-16 11:17:24;5513;99.53887;"07410020";5513;"SRID=4326;LINESTRING(13.92543089048440130284 51.04058574036360340642,13.92516315858585507215 51.04058608394945650844,13.92486175877265353051 51.04059586533895753746,13.92464099058160442723 51.04062305154680245778,13.92434967065218742732 51.04068476767540829542,13.9241775128337934575 51.04074588050472272016,13.92408995240204561128 51.0407978979134071551)"
1708;2013;"Berggartenstraße ";"Reinhold-Becker-Str. ";"Jüngststr.";26.3;23.7;2015-11-16 11:17:24;6456;64.23107;"08105090";6456;"SRID=4326;LINESTRING(13.80754662995403947434 51.0484158672979120297,13.8078508589259119077 51.04819996421652206209,13.80815508368489119562 51.04798405850372233772)"
2027;2013;"Westendring ";"Kotteweg ";"Bernhardstr.";17.9;21.5;2015-11-16 11:17:24;16539;142.6422;"12066050";16539;"SRID=4326;LINESTRING(13.70981016203492153238 51.02157215741947737797,13.70922562458447480083 51.02136965510773336518,13.70872118047652321593 51.02118926738535265031,13.70808158548828004086 51.02092268760338100719,13.70806557288208971102 51.02091501043156540618)"
12425;2013;"Bühlauer Straße SW";"Abzweig/HN 51 ";"Zum Triebenberg";13.1;18.1;2015-11-16 11:17:24;5525;527.62852;"07410140";5525;"SRID=4326;LINESTRING(13.91304841477179188303 51.03603411604970574444,13.9129025290278818261 51.03594721966235425725,13.91231536833319104574 51.03553629839207417263,13.91208303119612565979 51.03536999034259480368,13.91196571700444550856 51.03530563388016361159,13.91184289318585243223 51.03525121697556699019,13.9117170807799688248 51.03521175408509691351,13.91156730312003553252 51.03518039515986259858,13.91132513930567782268 51.03514816638598716736,13.91104558603373320125 51.03513391598674786565,13.91087441800429402861 51.0351140024931737571,13.91067433505708095254 51.03508882821461156709,13.91051943879261898473 51.03505075657339773443,13.91033861711267149985 51.0349924700052426374,13.91019215729191671471 51.0349328309623331279,13.90874002867309400244 51.03425333652986495281,13.90826095927605798863 51.03407737829152779341,13.9074537433863838487 51.03384047292590253164,13.90692188017887964691 51.03364531953630489625,13.9067850336400979927 51.03357874273662986297)"
967;2013;"Ludwig-Kossuth-Straße ";"Vorerlenweg ";"Kiefernweg";33.2;23.2;2015-11-16 11:17:24;2505;58.68924;"05065040";2505;"SRID=4326;LINESTRING(13.74094862205254941045 51.11704908817927872633,13.74121972518197587476 51.1170178966083383898,13.74155647005334124344 51.11698367891704464228,13.74177757684694967111 51.11697329589479465994)"
1120;2013;"Fetscherstraße ";"Holbeinstr. ";"Gabelsbergerstr.";32.5;27.5;2015-11-16 11:17:24;6266;138.24985;"08057050";6266;"SRID=4326;LINESTRING(13.77363270606866230139 51.04871740121303957949,13.77417708195433121432 51.04924268009451537864,13.77468457514173216794 51.04976871893436651817)"
1620;2013;"Fetscherstraße ";"Blasewitzer Str. ";"Fiedlerstr.";32.1;27.1;2015-11-16 11:17:24;6269;120.40971;"08057080";6269;"SRID=4326;LINESTRING(13.77775231640635134056 51.05286833251655309596,13.77779074901567213374 51.05303059667627962881,13.77782821376069577468 51.05341391281145035919,13.77786570598820858891 51.05394796724841199875)"
16429;2013;"Schubertstraße ";"Pfotenhauerstr./Goetheallee ";"Käthe-Kollwitz-Ufer";27.6;24.2;2015-11-16 11:17:24;6275;88.59131;"08058030";6275;"SRID=4326;LINESTRING(13.78611457581834187636 51.05942272322270980567,13.78628582629978716056 51.05980611336907060149,13.78645707528060171398 51.06018950321457339214)"
2428;2013;"Am Rathaus";"Orangeriestr. ";"Dresdner Str.";21.2;20.3;2015-11-16 11:17:24;5024;41.47902;"07136020";5024;"SRID=4326;LINESTRING(13.87287117176897943693 51.01262992478545754693,13.87277447890079784543 51.01269447781005794695,13.87267348750637729893 51.0127234675551193277,13.87250396571801047685 51.01274847753870744782,13.87234432507704440241 51.01277574992117536112)"
2050;2013;"Am Rathaus";"HN 2/Beginn FN 17 ";"An der Schäferei";18.4;19.6;2015-11-16 11:17:24;5026;45.46734;"07136040";5026;"SRID=4326;LINESTRING(13.87287117176897943693 51.01262992478545754693,13.87301400794652650461 51.01275305673611626389,13.87328237053641366572 51.01294542994060776664)"
2152;2013;"Lohmener Straße ";"Waldweg ";"Am Waldrand";17.8;18.8;2015-11-16 11:17:24;5034;292.95929;"07137100";5034;"SRID=4326;LINESTRING(13.89819686127158426814 51.00127374702577043308,13.89839752988223509078 51.00112576466923997032,13.89856047093245372537 51.0010187573831998975,13.89878347396848567996 51.00087783747827074876,13.89951864418323523864 51.00045938552773350239,13.90018880410723944863 51.00008652219302973663,13.9007570084580276415 50.99978132012459042244,13.90097421296973401184 50.99965606997131573053,13.90124709340283359893 50.99947909464830075876)"
511;2013;"Lohmener Straße ";"OD-Anfang ";"Stadtgrenze";15.5;18.4;2015-11-16 11:17:24;5036;248.9207;"07137120";5036;"SRID=4326;LINESTRING(13.90245104826108502039 50.99864026437098374345,13.90278542221691893133 50.99840723523244179205,13.90315773135538357508 50.9981445072279342412,13.9037739320130739884 50.99772502842535004675,13.90403254139856059624 50.99756671673155494773,13.90498862319672745969 50.99708488875318579403)"
595;2013;"Hechtstraße ";"Buchenstr. ";"Bärwalder Str.";35.4;27.8;2015-11-16 11:17:24;2378;348.87151;"05026050";2378;"SRID=4326;LINESTRING(13.74735813203953149753 51.07855115414828617304,13.7470291781793747532 51.07914325954494927373,13.74692795220822105762 51.07927036722068692143,13.74684840220845671865 51.07937773411853754624,13.74679532883935095811 51.07948372114989155079,13.74647044951610652674 51.08006294592441065561,13.74602134779833484401 51.08073906587711121574,13.74546933798902514923 51.0814490078223499836)"
949;2013;"Karl-Marx-Straße ";"Dörnichtweg ";"Ahlbecker Str./ÖFW";29.4;22.6;2015-11-16 11:17:24;2754;218.61563;"05132050";2754;"SRID=4326;LINESTRING(13.7699676879830530396 51.11636894757688054369,13.76849248847616991043 51.11734946807023760584,13.7678129589001816413 51.11779182729768677973)"
12439;2013;"Zaschendorfer Straße SW";"Meixstraße ";"Sandweg/HN 5";14.2;18.4;2015-11-16 11:17:24;5458;87.99558;"07394010";5458;"SRID=4326;LINESTRING(13.90312339807557862059 51.02620262944554241358,13.90321013367939428917 51.02609535912450411388,13.90331878182334790495 51.0259665138332962897,13.90342788259601825018 51.02581362593382863224,13.90348966891390070089 51.02565712847179923983,13.90351555187620391507 51.02546184084197733455)"
858;2013;"Hechtstraße ";"Weinböhlaer Str. ";"Hansastr.";34.9;25.1;2015-11-16 11:17:24;2382;60.40485;"05026090";2382;"SRID=4326;LINESTRING(13.7381814210594761505 51.08690538925995383579,13.73799325569916618406 51.08699254884049878456,13.73783834581194795987 51.08705081353203070194,13.73778204559597959644 51.0870801697269243391,13.7377227730788558091 51.0871211484991434304,13.73763899396049481538 51.08718850833822955337,13.73754801985161577704 51.08726472028856591123)"
852;2013;"Buchenstraße ";"Rudolf-Leonhard-Str. ";"Schanzenstr.";41.9;31;2015-11-16 11:17:24;2403;132.96733;"05034030";2403;"SRID=4326;LINESTRING(13.75158400668080105334 51.07705674038886911603,13.75149459388705253104 51.0770675866871002313,13.75142060331123694539 51.07708154820077339764,13.75073438069468778622 51.07731543080621605668,13.74989945324468187948 51.07760013564389822704)"
1094;2013;"Terrassenufer ";"Rietschelstr. ";"ÖFW 29-Altstadt I";32.4;26.3;2015-11-16 11:17:24;305;90.43975;"00069020";305;"SRID=4326;LINESTRING(13.75213333849892904936 51.05445538126377869048,13.75165963634912813518 51.05430268026450590924,13.75134267674746979537 51.05421072352494604729,13.75096295765263398891 51.0541144989489339423)"
1625;2013;"Terrassenufer ";"Münzgasse ";"Brühlsche Gasse";38;27.9;2015-11-16 11:17:24;310;88.82548;"00069050";310;"SRID=4326;LINESTRING(13.74142129709245097047 51.05356263141903383485,13.74110171484022124844 51.05359998998780923785,13.74018626947472832001 51.05374045910416924698)"
1112;2013;"Pillnitzer Straße ";"Blochmannstr. ";"Pestalozzistr./ÖFW";28.4;26.1;2015-11-16 11:17:24;329;46.1469;"00072060";329;"SRID=4326;LINESTRING(13.75547125970650874649 51.05003615109279735407,13.75578885504484993874 51.0499873481103065842,13.75610954241196637327 51.04993467337469326139)"
19126;2013;"Annenstraße ";"Hertha-Lindner-Straße ";"Röhrhofsgasse";24.3;23.4;2015-11-16 11:17:24;581;85.75456;"00120021";581;"SRID=4326;LINESTRING(13.72972100797533023808 51.04973739623028450296,13.72965303714051188422 51.04967593743276665919,13.7295173117092907944 51.04960056205283791542,13.729319727707633092 51.04950479073735181146,13.72875498937619731521 51.0492725632563164595)"
15112;2013;"Annenstraße ";"Jakobsgasse ";"Sternplatz/Josephinenstraße";25.5;23.6;2015-11-16 11:17:24;585;107.24897;"00120032";585;"SRID=4326;LINESTRING(13.72712467202599206928 51.0478557028804402762,13.72708153070679948371 51.04775418887085436381,13.72701792879272097991 51.04766525784254582732,13.7269103562901690907 51.04754255609606872213,13.7268254958370157226 51.04745838442075722696,13.72671970982403699679 51.0473673389418536317,13.72648971851127619459 51.04718170160910517552,13.72631034293203633467 51.04705026707543424891)"
15111;2013;"Josephinenstraße ";"Sternplatz ";"Polierstr.";25.1;23.6;2015-11-16 11:17:24;595;69.2126;"00123013";595;"SRID=4326;LINESTRING(13.72696072478621509561 51.04683456396245588849,13.72739865995411712163 51.04668713812570501887,13.7278270451292261356 51.04653618040075002682)"
832;2013;"Antonstraße ";"Hainstr. ";"Eisenbahnstr.";48.4;32;2015-11-16 11:17:24;7;170.24222;"00001050";7;"SRID=4326;LINESTRING(13.74037689813322593579 51.06471333891558117557,13.74036371715347826239 51.06470785510460075329,13.73998181374392579812 51.06454878268716868206,13.73874567202700269775 51.06410862181332532828,13.73830218231933031348 51.06391913086951461764)"
