"objectid";"code";"typ";"katnam";"desk1";"desk3";"deskn1";"aend";"shape"
233489;"1";"LFT";0;"PM10";"2013";20.4;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.63901165437393281366 51.06361205238212619406,13.65327077272518963014 51.06341116254553469389,13.65359110800639008687 51.07239615838716417784,13.63932928346702766476 51.07259712053706834922,13.63901165437393281366 51.06361205238212619406))"
233490;"1";"LFT";0;"PM10";"2013";20.83;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.65327077272518963014 51.06341116254553469389,13.66752970100283803845 51.06320850394082810908,13.66785278643579282232 51.07219338246659390279,13.65359110800639008687 51.07239615838716417784,13.65327077272518963014 51.06341116254553469389))"
233491;"1";"LFT";0;"PM10";"2013";22.63;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.66752970100283803845 51.06320850394082810908,13.68178831166194164837 51.06300399427521341522,13.68211416132742996865 51.07198875509472202339,13.66785278643579282232 51.07219338246659390279,13.66752970100283803845 51.06320850394082810908))"
233492;"1";"LFT";0;"PM10";"2013";23.13;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.68178831166194164837 51.06300399427521341522,13.69604679306838335151 51.06279798650155044015,13.6963753902716902644 51.07178270981067669254,13.68211416132742996865 51.07198875509472202339,13.68178831166194164837 51.06300399427521341522))"
233493;"1";"LFT";0;"PM10";"2013";21.16;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.69604679306838335151 51.06279798650155044015,13.71030521333784335525 51.06259004077850249814,13.71063655723848562218 51.07157475299703719429,13.6963753902716902644 51.07178270981067669254,13.69604679306838335151 51.06279798650155044015))"
233494;"1";"LFT";0;"PM10";"2013";21.2;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.71030521333784335525 51.06259004077850249814,13.72456349583112356072 51.06238029119714383341,13.72489758708092288941 51.07136496480435994272,13.71063655723848562218 51.07157475299703719429,13.71030521333784335525 51.06259004077850249814))"
233495;"1";"LFT";0;"PM10";"2013";24.75;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.72456349583112356072 51.06238029119714383341,13.73882160858518197699 51.06216880941718727627,13.73915840377415342743 51.07115346138110112406,13.72489758708092288941 51.07136496480435994272,13.72456349583112356072 51.06238029119714383341))"
233496;"1";"LFT";0;"PM10";"2013";26.73;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.73882160858518197699 51.06216880941718727627,13.7530795431866312839 51.06195585621438226553,13.75341904438583462422 51.0709404050823536636,13.73915840377415342743 51.07115346138110112406,13.73882160858518197699 51.06216880941718727627))"
233554;"1";"LFT";0;"PM10";"2013";18.77;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.7965482722528278714 51.07927469204801695923,13.81081086702019256052 51.07905447381151731179,13.81116195935618229385 51.08803863702280523285,13.79689659906622800634 51.08825896904193086812,13.7965482722528278714 51.07927469204801695923))"
233551;"1";"LFT";0;"PM10";"2013";22.24;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.75375898787624073805 51.07992498892488697493,13.76802237920098193058 51.07971002663514070719,13.76836523155176372768 51.08869453013072359226,13.75409901900131970365 51.08890953201471063494,13.75375898787624073805 51.07992498892488697493))"
233552;"1";"LFT";0;"PM10";"2013";19.16;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.76802237920098193058 51.07971002663514070719,13.78228544267721744632 51.07949320368931722669,13.78263100355903603145 51.08847760290116468695,13.76836523155176372768 51.08869453013072359226,13.76802237920098193058 51.07971002663514070719))"
233553;"1";"LFT";0;"PM10";"2013";18.9;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.78228544267721744632 51.07949320368931722669,13.7965482722528278714 51.07927469204801695923,13.79689659906622800634 51.08825896904193086812,13.78263100355903603145 51.08847760290116468695,13.78228544267721744632 51.07949320368931722669))"
233555;"1";"LFT";0;"PM10";"2013";18.62;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.81081086702019256052 51.07905447381151731179,13.82507324054983932626 51.07883252223306413953,13.82542711137375590624 51.08781661620254510581,13.81116195935618229385 51.08803863702280523285,13.81081086702019256052 51.07905447381151731179))"
233556;"1";"LFT";0;"PM10";"2013";18.52;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.82507324054983932626 51.07883252223306413953,13.83933553438084018694 51.07860882981527339552,13.83969214075050047086 51.08759285355969126385,13.82542711137375590624 51.08781661620254510581,13.82507324054983932626 51.07883252223306413953))"
233557;"1";"LFT";0;"PM10";"2013";18.44;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.83933553438084018694 51.07860882981527339552,13.85359767573336675639 51.07838339588231235666,13.85395698896693694735 51.08736734857419747868,13.83969214075050047086 51.08759285355969126385,13.83933553438084018694 51.07860882981527339552))"
233558;"1";"LFT";0;"PM10";"2013";18.37;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.85359767573336675639 51.07838339588231235666,13.86785959094989095775 51.07815625575607754172,13.8682216258345398785 51.08714011002131627492,13.85395698896693694735 51.08736734857419747868,13.85359767573336675639 51.07838339588231235666))"
233559;"1";"LFT";0;"PM10";"2013";18.31;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.86785959094989095775 51.07815625575607754172,13.88212129465167876674 51.07792733772533466663,13.88248607849329019359 51.08691113824599483451,13.8682216258345398785 51.08714011002131627492,13.86785959094989095775 51.07815625575607754172))"
233560;"1";"LFT";0;"PM10";"2013";18.25;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.88212129465167876674 51.07792733772533466663,13.89638277047388292829 51.07769666869921110219,13.89675027458501865851 51.08668041465522691169,13.88248607849329019359 51.08691113824599483451,13.88212129465167876674 51.07792733772533466663))"
233561;"1";"LFT";0;"PM10";"2013";18.43;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.89638277047388292829 51.07769666869921110219,13.91064401656853455336 51.07746426673697470733,13.911014312609164989 51.08644794026812974153,13.89675027458501865851 51.08668041465522691169,13.89638277047388292829 51.07769666869921110219))"
233591;"1";"LFT";0;"PM10";"2013";21.21;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.71163172617914582929 51.09852883246529842154,13.72590125075895883811 51.09831887691984775302,13.72623604930345031505 51.10730350863227755553,13.71196384382215960329 51.10751347674782607555,13.71163172617914582929 51.09852883246529842154))"
233590;"1";"LFT";0;"PM10";"2013";20.31;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.69736243509452044975 51.09873696804532272608,13.71163172617914582929 51.09852883246529842154,13.71196384382215960329 51.10751347674782607555,13.69769167138444743159 51.10772164011676466089,13.69736243509452044975 51.09873696804532272608))"
233592;"1";"LFT";0;"PM10";"2013";23.93;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.72590125075895883811 51.09831887691984775302,13.74017043231503265588 51.09810723900689310994,13.74050802905303392265 51.10709174197431536868,13.72623604930345031505 51.10730350863227755553,13.72590125075895883811 51.09831887691984775302))"
233593;"1";"LFT";0;"PM10";"2013";19.52;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.74017043231503265588 51.09810723900689310994,13.754439312076325308 51.09789392829465271006,13.75477966372994131916 51.10687831048822005187,13.74050802905303392265 51.10709174197431536868,13.74017043231503265588 51.09810723900689310994))"
233594;"1";"LFT";0;"PM10";"2013";19.29;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.754439312076325308 51.09789392829465271006,13.76870814951153398908 51.09767880375201087872,13.76905128330814953586 51.10666310987139837607,13.75477966372994131916 51.10687831048822005187,13.754439312076325308 51.09789392829465271006))"
233595;"1";"LFT";0;"PM10";"2013";19.92;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.76870814951153398908 51.09767880375201087872,13.78297671445150207603 51.09746187200160250086,13.78332255835829478485 51.10644611872589138102,13.76905128330814953586 51.10666310987139837607,13.76870814951153398908 51.09767880375201087872))"
233596;"1";"LFT";0;"PM10";"2013";19.02;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.78297671445150207603 51.09746187200160250086,13.79724506136274975177 51.09724317867745924104,13.79759364333819426918 51.10622738374015483487,13.78332255835829478485 51.10644611872589138102,13.78297671445150207603 51.09746187200160250086))"
233597;"1";"LFT";0;"PM10";"2013";18.79;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.79724506136274975177 51.09724317867745924104,13.81151321575059753854 51.09702278707764833143,13.81186455087681075327 51.10600691411445950507,13.79759364333819426918 51.10622738374015483487,13.79724506136274975177 51.09724317867745924104))"
233598;"1";"LFT";0;"PM10";"2013";18.65;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.81151321575059753854 51.09702278707764833143,13.82578114813611058764 51.0968006790002320372,13.8261352791059053402 51.10578472788973414254,13.81186455087681075327 51.10600691411445950507,13.81151321575059753854 51.09702278707764833143))"
233599;"1";"LFT";0;"PM10";"2013";18.54;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.82578114813611058764 51.0968006790002320372,13.84004891423588823329 51.09657685508824442877,13.84040581234878075634 51.1055608249850834568,13.8261352791059053402 51.10578472788973414254,13.82578114813611058764 51.0968006790002320372))"
233569;"1";"LFT";0;"PM10";"2013";20.58;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.6684992583203221983 51.09016327921896305497,13.68276635894294912532 51.08995866133831498246,13.68309291802265370563 51.09894342244351150839,13.66882309685684226963 51.09914797884778181469,13.6684992583203221983 51.09016327921896305497))"
233468;"1";"LFT";0;"PM10";"2013";25.42;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.73848514109932494875 51.05318414631431522821,13.75274018444510737424 51.05297133912605289652,13.7530795431866312839 51.06195585621438226553,13.73882160858518197699 51.06216880941718727627,13.73848514109932494875 51.05318414631431522821))"
233462;"1";"LFT";0;"PM10";"2013";20.22;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.65295060030555518438 51.05442613609663737861,13.66720679358588341756 51.05422361291678612361,13.66752970100283803845 51.06320850394082810908,13.65327077272518963014 51.06341116254553469389,13.65295060030555518438 51.05442613609663737861))"
233469;"1";"LFT";0;"PM10";"2013";25.16;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.75274018444510737424 51.05297133912605289652,13.76699497834771612759 51.05275648487977235845,13.7673373104063436756 51.06174098213516998612,13.7530795431866312839 51.06195585621438226553,13.75274018444510737424 51.05297133912605289652))"
233470;"1";"LFT";0;"PM10";"2013";24.74;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.76699497834771612759 51.05275648487977235845,13.78124960892170491888 51.05254004321107430542,13.78159480360161737167 51.06152438398213178061,13.7673373104063436756 51.06174098213516998612,13.76699497834771612759 51.05275648487977235845))"
233463;"1";"LFT";0;"PM10";"2013";22.16;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.66720679358588341756 51.05422361291678612361,13.68146276725242849182 51.05401931227065404073,13.68178831166194164837 51.06300399427521341522,13.66752970100283803845 51.06320850394082810908,13.66720679358588341756 51.05422361291678612361))"
233464;"1";"LFT";0;"PM10";"2013";24.48;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.68146276725242849182 51.05401931227065404073,13.69571839223715592482 51.05381320583152415793,13.69604679306838335151 51.06279798650155044015,13.68178831166194164837 51.06300399427521341522,13.68146276725242849182 51.05401931227065404073))"
233465;"1";"LFT";0;"PM10";"2013";24.91;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.69571839223715592482 51.05381320583152415793,13.70997396710899529637 51.05360527904881706718,13.71030521333784335525 51.06259004077850249814,13.69604679306838335151 51.06279798650155044015,13.69571839223715592482 51.05381320583152415793))"
233466;"1";"LFT";0;"PM10";"2013";24.83;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.70997396710899529637 51.05360527904881706718,13.7242295459513741207 51.05339558650020848063,13.72456349583112356072 51.06238029119714383341,13.71030521333784335525 51.06259004077850249814,13.70997396710899529637 51.05360527904881706718))"
233467;"1";"LFT";0;"PM10";"2013";26.47;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.7242295459513741207 51.05339558650020848063,13.73848514109932494875 51.05318414631431522821,13.73882160858518197699 51.06216880941718727627,13.72456349583112356072 51.06238029119714383341,13.7242295459513741207 51.05339558650020848063))"
233471;"1";"LFT";0;"PM10";"2013";22.65;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.78124960892170491888 51.05254004321107430542,13.79550428065394562793 51.05232178248301266876,13.79585216147495962957 51.06130616221550155842,13.78159480360161737167 51.06152438398213178061,13.78124960892170491888 51.05254004321107430542))"
233472;"1";"LFT";0;"PM10";"2013";22.09;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.79550428065394562793 51.05232178248301266876,13.80975851926544706316 51.05210177879560262681,13.81010916021040735302 51.06108608979518237447,13.79585216147495962957 51.06130616221550155842,13.79550428065394562793 51.05232178248301266876))"
233473;"1";"LFT";0;"PM10";"2013";21.66;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.80975851926544706316 51.05210177879560262681,13.82401272455697771591 51.05187996439718745023,13.82436592555505683322 51.06086421309119316447,13.81010916021040735302 51.06108608979518237447,13.80975851926544706316 51.05210177879560262681))"
233474;"1";"LFT";0;"PM10";"2013";21.01;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.82401272455697771591 51.05187996439718745023,13.83826689414735433559 51.05165637525679045439,13.83862278124797029477 51.06064065232140336548,13.82436592555505683322 51.06086421309119316447,13.82401272455697771591 51.05187996439718745023))"
233475;"1";"LFT";0;"PM10";"2013";19.26;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.83826689414735433559 51.05165637525679045439,13.85252073530703853521 51.05143125132775594466,13.85287945440824586285 51.06041542276871325612,13.83862278124797029477 51.06064065232140336548,13.83826689414735433559 51.05165637525679045439))"
233476;"1";"LFT";0;"PM10";"2013";18.93;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.85252073530703853521 51.05143125132775594466,13.86677440986091625064 51.05120434250926564346,13.8671359899978572372 51.06018838105960355733,13.85287945440824586285 51.06041542276871325612,13.85252073530703853521 51.05143125132775594466))"
233477;"1";"LFT";0;"PM10";"2013";18.3;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.86677440986091625064 51.05120434250926564346,13.88102785864630028811 51.05097567528249413726,13.88139219846536143166 51.05995963335189458121,13.8671359899978572372 51.06018838105960355733,13.86677440986091625064 51.05120434250926564346))"
233478;"1";"LFT";0;"PM10";"2013";18.24;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.88102785864630028811 51.05097567528249413726,13.89528109364036190243 51.05074528582238002627,13.89564815104604811324 51.05972912648968531357,13.88139219846536143166 51.05995963335189458121,13.88102785864630028811 51.05097567528249413726))"
233479;"1";"LFT";0;"PM10";"2013";18.14;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.89528109364036190243 51.05074528582238002627,13.90953407128629493172 51.05051314683004903827,13.90990390316416380756 51.05949687008398996113,13.89564815104604811324 51.05972912648968531357,13.89528109364036190243 51.05074528582238002627))"
233480;"1";"LFT";0;"PM10";"2013";18.04;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.90953407128629493172 51.05051314683004903827,13.92378693446951132273 51.0502791877808448362,13.92415946787129321649 51.05926285534295061552,13.90990390316416380756 51.05949687008398996113,13.90953407128629493172 51.05051314683004903827))"
233481;"1";"LFT";0;"PM10";"2013";17.97;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.92378693446951132273 51.0502791877808448362,13.93803966538068195291 51.05004349848957190261,13.93841491527549258933 51.05902707398630724356,13.92415946787129321649 51.05926285534295061552,13.92378693446951132273 51.0502791877808448362))"
233482;"1";"LFT";0;"PM10";"2013";17.92;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.93803966538068195291 51.05004349848957190261,13.95229213484575225834 51.04980605087520473262,13.95267014264876692664 51.05878958809240941719,13.93841491527549258933 51.05902707398630724356,13.93803966538068195291 51.05004349848957190261))"
233570;"1";"LFT";0;"PM10";"2013";22.46;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.68276635894294912532 51.08995866133831498246,13.69703333783955123693 51.08975226494543875333,13.69736243509452044975 51.09873696804532272608,13.68309291802265370563 51.09894342244351150839,13.68276635894294912532 51.08995866133831498246))"
233571;"1";"LFT";0;"PM10";"2013";22.48;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.69703333783955123693 51.08975226494543875333,13.71129969218022282007 51.08954414750328965056,13.71163172617914582929 51.09852883246529842154,13.69736243509452044975 51.09873696804532272608,13.69703333783955123693 51.08975226494543875333))"
233562;"1";"LFT";0;"PM10";"2013";18.12;2016-01-29 10:10:40;"SRID=4326;POLYGON((13.91064401656853455336 51.07746426673697470733,13.92490505986307880448 51.07723014117038218274,13.92527826293166093308 51.08621369781140231225,13.911014312609164989 51.08644794026812974153,13.91064401656853455336 51.07746426673697470733))"
